file,var_name,var_label,matched_keywords
cfps2010adult_202008.dta,ku305,使用互联网络：和网友说心里话,__digital__;互联网;网络
cfps2010adult_202008.dta,ku306,使用互联网络：寻求网友的情感支持,__digital__;互联网;网络
cfps2010adult_202008.dta,ku307,使用互联网络：寻求网友的专业帮助,__digital__;互联网;网络
cfps2010adult_202008.dta,ku308,使用互联网络：解闷,__digital__;互联网;网络
cfps2010adult_202008.dta,ku4,自从上网后，您看电视的时间,__digital__;上网
cfps2010adult_202008.dta,ku501_a_5,社交网站（如校内/facebbook）：您访问的频率,__digital__;社交
cfps2010adult_202008.dta,ku601,适合您的情况：在网上认识新朋友后，会通过手机进一步联系,__digital__;手机
cfps2010adult_202008.dta,qn201,经历：遇到对自己或家庭不利的政策,__digital__;政策
cfps2010adult_202008.dta,qn503,观点：一个人受教育程度越高，获得很大的成就可能性就越大。,受教育;受教育程度;教育
cfps2010adult_202008.dta,qp3,您认为自己的健康状况如何,健康
cfps2010adult_202008.dta,qp301,您觉得您的健康状况和一年前比较起来如何,健康
cfps2010adult_202008.dta,qq212,您多大年龄时戒烟的,年龄
cfps2010adult_202008.dta,qq312,您多大年龄时戒酒的,年龄
cfps2010adult_202008.dta,tb1b_a_f,父亲年龄,年龄
cfps2010adult_202008.dta,tb1b_a_m,母亲年龄,年龄
cfps2010adult_202008.dta,tb1b_a_s,配偶年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c1,孩1年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c2,孩2年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c3,孩3年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c4,孩4年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c5,孩5年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c6,孩6年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c7,孩7年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c8,孩8年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c9,孩9年龄,年龄
cfps2010adult_202008.dta,tb1b_a_c10,孩10年龄,年龄
cfps2010adult_202008.dta,sedu,配偶教育程度(粗糙）,教育
cfps2010adult_202008.dta,seduc,配偶教育程度(详细）,教育
cfps2010adult_202008.dta,seduy,配偶教育年限（详细）,教育
cfps2010adult_202008.dta,sedul,配偶教育年限（粗糙）,教育
cfps2010adult_202008.dta,qz202,受访者的健康状况,健康
cfps2010adult_202008.dta,cfps2010eduy_best,CFPS2010个人问卷受访者已完成的受教育年限,受教育;受教育年限;教育
cfps2012adult_201906.dta,ks9total_m,过去一年教育总支出(元),教育
cfps2012adult_201906.dta,ksa1total_m,过去一年家庭外教育费(元),教育
cfps2012adult_201906.dta,qg104y,休假或培训年份（年）,培训
cfps2012adult_201906.dta,qg104m,休假或培训月份（月）,培训
cfps2012adult_201906.dta,qp201,您的健康状况如何,健康
cfps2012adult_201906.dta,qp202,您的健康和一年前比,健康
cfps2012adult_201906.dta,qv101c,父亲年龄,年龄
cfps2012adult_201906.dta,qv102,您14岁时父亲教育程度,教育
cfps2012adult_201906.dta,qv201b,年龄,年龄
cfps2012adult_201906.dta,qv202,您14岁时母亲教育程度,教育
cfps2012adult_201906.dta,ks906,过去一年教育软件费(元),教育
cfps2012adult_201906.dta,sa9total,过去一年家庭直接支付的教育总支出：系统自动加总(元),教育
cfps2012adult_201906.dta,ks9ckp,确认过去一年教育总支出,教育
cfps2012adult_201906.dta,ksa1ckp,确认过去一年家庭外教育费,教育
cfps2012adult_201906.dta,qc201,您期望的受教育程度,受教育;受教育程度;教育
cfps2012adult_201906.dta,qc301,非学历教育次数,教育
cfps2012adult_201906.dta,qc302_a_1,非学历教育天数,教育
cfps2012adult_201906.dta,qc303_a_1,非学历教育1-小时数/天,教育
cfps2012adult_201906.dta,qc304_a_1,非学历教育1-类型,教育
cfps2012adult_201906.dta,qc305_a_1,非学历教育1-是否单位组织,教育
cfps2012adult_201906.dta,qc302_a_2,非学历教育天数,教育
cfps2012adult_201906.dta,qc303_a_2,非学历教育2-小时数/天,教育
cfps2012adult_201906.dta,qc304_a_2,非学历教育2-类型,教育
cfps2012adult_201906.dta,qc305_a_2,非学历教育2-是否单位组织,教育
cfps2012adult_201906.dta,qn6015,教育,教育
cfps2012adult_201906.dta,qp2031,孙军/李梅的健康状况评价,健康
cfps2012adult_201906.dta,qp2032,赵刚/王丽的健康状况评价,健康
cfps2012adult_201906.dta,qq205,戒烟年龄,年龄
cfps2012adult_201906.dta,qq306,您多大年龄时戒酒的？,年龄
cfps2012adult_201906.dta,qz202,健康状况,健康
cfps2014adult_201906.dta,cfps2014_age,2014年调查时的年龄,年龄
cfps2014adult_201906.dta,ks9total_m,个人及家庭支付教育费用,教育
cfps2014adult_201906.dta,qp201,健康状况,健康
cfps2014adult_201906.dta,cfps2014eduy,CFPS2014个人问卷受访者已完成的受教育年限,受教育;受教育年限;教育
cfps2014adult_201906.dta,cfps2014eduy_im,CFPS2014个人问卷受访者已完成的受教育年限（插补）,受教育;受教育年限;教育
cfps2014adult_201906.dta,qc201,您期望的受教育程度,受教育;受教育程度;教育
cfps2014adult_201906.dta,qc301,非学历教育次数(次),教育
cfps2014adult_201906.dta,qc302_a_1,非学历教育天数(天),教育
cfps2014adult_201906.dta,qc303_a_1,非学历教育小时数(小时),教育
cfps2014adult_201906.dta,qc304_a_1,非学历教育类别,教育
cfps2014adult_201906.dta,qc305_a_1,非学历教育是否单位组织,教育
cfps2014adult_201906.dta,qc302_a_2,非学历教育天数(天),教育
cfps2014adult_201906.dta,qc303_a_2,非学历教育小时数(小时),教育
cfps2014adult_201906.dta,qc304_a_2,非学历教育类别,教育
cfps2014adult_201906.dta,qc305_a_2,非学历教育是否单位组织,教育
cfps2014adult_201906.dta,qgb2,放假或培训,培训
cfps2014adult_201906.dta,ku1m,是否使用手机,__digital__;手机
cfps2014adult_201906.dta,ku102,每月手机费(元),__digital__;手机
cfps2014adult_201906.dta,ku102a,每月公付手机费(元),__digital__;手机
cfps2014adult_201906.dta,ku2,是否上网,__digital__;上网
cfps2014adult_201906.dta,ku701,使用互联网学习的频率(次),__digital__;互联网
cfps2014adult_201906.dta,ku702,使用互联网工作的频率(次),__digital__;互联网
cfps2014adult_201906.dta,ku703,使用互联网社交的频率(次),__digital__;互联网;社交
cfps2014adult_201906.dta,ku704,使用互联网娱乐的频率(次),__digital__;互联网
cfps2014adult_201906.dta,ku705,互联网商业活动的频率(次),__digital__;互联网
cfps2014adult_201906.dta,ku250m,业余上网时间(小时),__digital__;上网
cfps2014adult_201906.dta,ku260,主要在哪里上网,__digital__;上网
cfps2014adult_201906.dta,ku301,上网时学习的重要程度,__digital__;上网
cfps2014adult_201906.dta,ku302,上网时工作的重要程度,__digital__;上网
cfps2014adult_201906.dta,ku303,上网时社交的重要程度,__digital__;上网;社交
cfps2014adult_201906.dta,ku304,上网时娱乐的重要程度,__digital__;上网
cfps2014adult_201906.dta,ku305,上网时商业活动的重要程度,__digital__;上网
cfps2014adult_201906.dta,ku802,互联网作为信息渠道的重要程度,__digital__;互联网
cfps2014adult_201906.dta,ku805,手机短信作为信息渠道的重要程度,__digital__;手机
cfps2014adult_201906.dta,qm3013,孩子的受教育程度（分）,受教育;受教育程度;教育
cfps2014adult_201906.dta,qn202,通过网络了解政治信息,__digital__;网络
cfps2014adult_201906.dta,qn6015,中国教育问题严重程度,教育
cfps2014adult_201906.dta,qp202,健康变化情况,健康
cfps2014adult_201906.dta,qp2031,他人健康评价1,健康
cfps2014adult_201906.dta,qp2032,他人健康评价2,健康
cfps2014adult_201906.dta,qq2011,开始吸烟年龄（岁）,年龄
cfps2014adult_201906.dta,qq205,戒烟年龄（岁）,年龄
cfps2014adult_201906.dta,ks906,过去12个月教育软件费(元),教育
cfps2014adult_201906.dta,ks9total,过去12个月教育总支出（元）:系统自动加总,教育
cfps2014adult_201906.dta,ks9ckp,确认过去12个月教育总支出,教育
cfps2014adult_201906.dta,kg1302,胜任工作的教育程度,教育
cfps2014adult_201906.dta,qz202,健康状况,健康
cfps2014adult_201906.dta,dsa1total_m,过去12个月亲友及其他机构支付教育费用,教育
cfps2016adult_201906.dta,cfps_age,年龄,年龄
cfps2016adult_201906.dta,ps1code_college,PS1学校编码（高等教育）,教育
cfps2016adult_201906.dta,pd501b,过去12个月学校教育支出,教育
cfps2016adult_201906.dta,pd5total,孩子去年教育支出总额,教育
cfps2016adult_201906.dta,pd5ckp,确认过去12个月教育总支出,教育
cfps2016adult_201906.dta,pd5total_m,过去12个月个人及家庭支付教育费用,教育
cfps2016adult_201906.dta,kw0,"从上次访问至今,您在PC3教育阶段之前，是否还有其他教育经历",教育
cfps2016adult_201906.dta,kwa3_b_1,是否有其他正规教育经历（第一段）,教育
cfps2016adult_201906.dta,kwa4_b_1,其他正规教育经历（第一段）,教育
cfps2016adult_201906.dta,kw2y_b_2,离开学校（年）（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw2m_b_2,离开学校（月）（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw301_b_2,上哪类小学（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw302_b_2,哪年就读该小学（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw303_b_2,是否小学毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw401_b_2,上哪类初中（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw403_b_2,哪年起入读该初中（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw404_b_2,是否初中毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw501_b_2,上哪类高中（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw503_b_2,哪年起入读该高中（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw504_b_2,是否高中毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw601_b_2,上哪类大专（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw603_b_2,哪年起入读该大专（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw604_b_2,是否大专毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw701_b_2,上哪类本科（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw703_b_2,哪年起入读该本科（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw704_b_2,是否本科毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw705_b_2,是否获得本科学位（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw801_b_2,读硕士是脱产还是在职（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw803_b_2,哪年起入读该校硕士（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw804_b_2,是否硕士毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw805_b_2,是否获得硕士学位（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw901_b_2,读博士是脱产还是在职（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw903_b_2,哪年起入读该校博士（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw904_b_2,是否博士毕业（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kw905_b_2,是否获得博士学位（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kwa1_b_2,没毕业的主因（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kwa2_b_2,没升学的主因（其他正规教育阶段_第一段）,教育
cfps2016adult_201906.dta,kwa3_b_2,是否有其他正规教育经历（第二段）,教育
cfps2016adult_201906.dta,kwa4_b_2,其他正规教育经历（第二段）,教育
cfps2016adult_201906.dta,kw2y_b_3,离开学校（年）（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw2m_b_3,离开学校（月）（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw301_b_3,上哪类小学（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw302_b_3,哪年就读该小学（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw303_b_3,是否小学毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw401_b_3,上哪类初中（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw403_b_3,哪年起入读该初中（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw404_b_3,是否初中毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw501_b_3,上哪类高中（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw503_b_3,哪年起入读该高中（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw504_b_3,是否高中毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw601_b_3,上哪类大专（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw603_b_3,哪年起入读该大专（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw604_b_3,是否大专毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw701_b_3,上哪类本科（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw703_b_3,哪年起入读该本科（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw704_b_3,是否本科毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw705_b_3,是否获得本科学位（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw801_b_3,读硕士是脱产还是在职（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw803_b_3,哪年起入读该校硕士（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw804_b_3,是否硕士毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw805_b_3,是否获得硕士学位（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw901_b_3,读博士是脱产还是在职（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw903_b_3,哪年起入读该校博士（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw904_b_3,是否博士毕业（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kw905_b_3,是否获得博士学位（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kwa1_b_3,没毕业的主因（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kwa2_b_3,没升学的主因（其他正规教育阶段_第二段）,教育
cfps2016adult_201906.dta,kwa3_b_3,是否有其他正规教育经历（第三段）,教育
cfps2016adult_201906.dta,kwa4_b_3,其他正规教育经历（第三段）,教育
cfps2016adult_201906.dta,qc201,您期望的受教育程度,受教育;受教育程度;教育
cfps2016adult_201906.dta,qc301,是否参加非学历教育,教育
cfps2016adult_201906.dta,qc3021,参加技术技能培训,培训
cfps2016adult_201906.dta,qc3031,参加文化哲学艺术培训,培训
cfps2016adult_201906.dta,qc3041,参加思想政治培训,培训
cfps2016adult_201906.dta,qc3042,思想政治培训证书,培训
cfps2016adult_201906.dta,qgb2,放假或培训,培训
cfps2016adult_201906.dta,kg1302,胜任工作的教育程度,教育
cfps2016adult_201906.dta,ku1m,是否使用手机,__digital__;手机
cfps2016adult_201906.dta,ku102,每月手机费（元）,__digital__;手机
cfps2016adult_201906.dta,ku102a,每月公付手机费（元）,__digital__;手机
cfps2016adult_201906.dta,ku201,是否移动上网,__digital__;上网
cfps2016adult_201906.dta,ku202,是否电脑上网,__digital__;上网
cfps2016adult_201906.dta,ku701,使用互联网学习的频率（次）,__digital__;互联网
cfps2016adult_201906.dta,ku702,使用互联网工作的频率（次）,__digital__;互联网
cfps2016adult_201906.dta,ku703,使用互联网社交的频率（次）,__digital__;互联网;社交
cfps2016adult_201906.dta,ku704,使用互联网娱乐的频率（次）,__digital__;互联网
cfps2016adult_201906.dta,ku705,互联网商业活动的频率（次）,__digital__;互联网
cfps2016adult_201906.dta,ku250m,业余上网时间（小时）,__digital__;上网
cfps2016adult_201906.dta,ku301,上网时学习的重要程度,__digital__;上网
cfps2016adult_201906.dta,ku302,上网时工作的重要程度,__digital__;上网
cfps2016adult_201906.dta,ku303,上网时社交的重要程度,__digital__;上网;社交
cfps2016adult_201906.dta,ku304,上网时娱乐的重要程度,__digital__;上网
cfps2016adult_201906.dta,ku305,上网时商业活动的重要程度,__digital__;上网
cfps2016adult_201906.dta,ku802,互联网作为信息渠道的重要程度,__digital__;互联网
cfps2016adult_201906.dta,ku805,手机短信作为信息渠道的重要程度,__digital__;手机
cfps2016adult_201906.dta,qp201,健康状况,健康
cfps2016adult_201906.dta,qp202,健康变化情况,健康
cfps2016adult_201906.dta,qq2011,开始吸烟年龄（岁）,年龄
cfps2016adult_201906.dta,qq205,戒烟年龄（岁）,年龄
cfps2016adult_201906.dta,qn202,通过网络了解政治信息,__digital__;网络
cfps2016adult_201906.dta,qn6015,中国教育问题严重程度,教育
cfps2016adult_201906.dta,qz202,健康状况,健康
cfps2016adult_201906.dta,cfps2016eduy,CFPS2016个人问卷受访者已完成的受教育年限,受教育;受教育年限;教育
cfps2016adult_201906.dta,cfps2016eduy_im,CFPS2016个人问卷受访者已完成的受教育年限（插补）,受教育;受教育年限;教育
cfps2018person_202012.dta,smokeage,加载变量：开始吸烟的年龄,年龄
cfps2018person_202012.dta,qa001b,年龄,年龄
cfps2018person_202012.dta,age,年龄,__name_age__;年龄
cfps2018person_202012.dta,pd501b,过去12个月学校教育支出,教育
cfps2018person_202012.dta,pd5total,教育支出总费用,教育
cfps2018person_202012.dta,pd5ckp,教育总支出确认,教育
cfps2018person_202012.dta,pd5total_m,确认过去12个月教育总支出,教育
cfps2018person_202012.dta,kw0,其他教育经历,教育
cfps2018person_202012.dta,kw1_s_1,上次调查至今或曾经经历过的教育阶段：选择1,教育
cfps2018person_202012.dta,kw1_s_2,上次调查至今或曾经经历过的教育阶段：选择2,教育
cfps2018person_202012.dta,kw1_s_3,上次调查至今或曾经经历过的教育阶段：选择3,教育
cfps2018person_202012.dta,kw1_s_4,上次调查至今或曾经经历过的教育阶段：选择4,教育
cfps2018person_202012.dta,kw1_s_5,上次调查至今或曾经经历过的教育阶段：选择5,教育
cfps2018person_202012.dta,kw1_s_6,上次调查至今或曾经经历过的教育阶段：选择6,教育
cfps2018person_202012.dta,kw1_s_7,上次调查至今或曾经经历过的教育阶段：选择7,教育
cfps2018person_202012.dta,kw1_s_8,上次调查至今或曾经经历过的教育阶段：选择8,教育
cfps2018person_202012.dta,kw1_s_9,上次调查至今或曾经经历过的教育阶段：选择9,教育
cfps2018person_202012.dta,qc201,您期望的受教育程度,受教育;受教育程度;教育
cfps2018person_202012.dta,qgb2,放假或培训,培训
cfps2018person_202012.dta,kgd2,胜任工作的教育程度,教育
cfps2018person_202012.dta,kg1302,胜任工作的教育程度,教育
cfps2018person_202012.dta,qka201,理想结婚年龄（岁）,年龄
cfps2018person_202012.dta,qu1m,是否使用手机,__digital__;手机
cfps2018person_202012.dta,qu102,每月手机费（元）,__digital__;手机
cfps2018person_202012.dta,qu102a,每月公付手机费（元）,__digital__;手机
cfps2018person_202012.dta,qu201,是否移动上网,__digital__;上网
cfps2018person_202012.dta,qu202,是否电脑上网,__digital__;上网
cfps2018person_202012.dta,qu701,使用互联网学习的频率（次）,__digital__;互联网
cfps2018person_202012.dta,qu301,上网时学习的重要程度,__digital__;上网
cfps2018person_202012.dta,qu702,使用互联网工作的频率（次）,__digital__;互联网
cfps2018person_202012.dta,qu302,上网时工作的重要程度,__digital__;上网
cfps2018person_202012.dta,qu703,使用互联网社交的频率（次）,__digital__;互联网;社交
cfps2018person_202012.dta,qu303,上网时社交的重要程度,__digital__;上网;社交
cfps2018person_202012.dta,qu704,使用互联网娱乐的频率（次）,__digital__;互联网
cfps2018person_202012.dta,qu304,上网时娱乐的重要程度,__digital__;上网
cfps2018person_202012.dta,qu705,互联网商业活动的频率（次）,__digital__;互联网
cfps2018person_202012.dta,qu305,上网时商业活动的重要程度,__digital__;上网
cfps2018person_202012.dta,qu250m,业余上网时间（小时）,__digital__;上网
cfps2018person_202012.dta,qu802,互联网作为信息渠道的重要程度,__digital__;互联网
cfps2018person_202012.dta,qu805,手机短信作为信息渠道的重要程度,__digital__;手机
cfps2018person_202012.dta,qm208,外向性：开朗善社交,__digital__;社交
cfps2018person_202012.dta,qn202,通过网络了解政治信息,__digital__;网络
cfps2018person_202012.dta,qn6015,教育问题,教育
cfps2018person_202012.dta,qp201,健康状况,健康
cfps2018person_202012.dta,qp202,健康变化情况,健康
cfps2018person_202012.dta,qq2011,开始吸烟年龄（岁）,年龄
cfps2018person_202012.dta,qq205,戒烟年龄（岁）,年龄
cfps2018person_202012.dta,kz202,健康状况,健康
cfps2018person_202012.dta,cfps2018eduy,CFPS2018个人问卷受访者已完成的受教育年限,受教育;受教育年限;教育
cfps2018person_202012.dta,cfps2018eduy_im,CFPS2018个人问卷受访者已完成的受教育年限（插补）,受教育;受教育年限;教育
cfps2020person_202112.dta,smokeage,加载变量：开始吸烟的年龄,年龄
cfps2020person_202112.dta,qa001b,年龄,年龄
cfps2020person_202112.dta,age,年龄,__name_age__;年龄
cfps2020person_202112.dta,pd501b,过去12个月学校教育支出(元/年),教育
cfps2020person_202112.dta,pd5total,教育支出总费用,教育
cfps2020person_202112.dta,pd5ckp,教育总支出确认,教育
cfps2020person_202112.dta,pd5total_mn,教育总支出(元/年),教育
cfps2020person_202112.dta,kw0,其他教育经历,教育
cfps2020person_202112.dta,kw1_s_1,上次调查至今或曾经经历过的教育阶段：选择1,教育
cfps2020person_202112.dta,kw1_s_2,上次调查至今或曾经经历过的教育阶段：选择2,教育
cfps2020person_202112.dta,kw1_s_3,上次调查至今或曾经经历过的教育阶段：选择3,教育
cfps2020person_202112.dta,kw1_s_4,上次调查至今或曾经经历过的教育阶段：选择4,教育
cfps2020person_202112.dta,kw1_s_5,上次调查至今或曾经经历过的教育阶段：选择5,教育
cfps2020person_202112.dta,kw1_s_6,上次调查至今或曾经经历过的教育阶段：选择6,教育
cfps2020person_202112.dta,kw1_s_7,上次调查至今或曾经经历过的教育阶段：选择7,教育
cfps2020person_202112.dta,wedu,教育阶段,教育
cfps2020person_202112.dta,qc201,您期望的受教育程度,受教育;受教育程度;教育
cfps2020person_202112.dta,qka201,理想结婚年龄（岁）,年龄
cfps2020person_202112.dta,qgb2,放假或培训,培训
cfps2020person_202112.dta,kgd2,胜任工作的教育程度,教育
cfps2020person_202112.dta,kg1302,胜任工作的教育程度,教育
cfps2020person_202112.dta,qu201,是否移动上网,__digital__;上网
cfps2020person_202112.dta,qu202,是否电脑上网,__digital__;上网
cfps2020person_202112.dta,qu201a,移动设备上网时长（分钟）,__digital__;上网
cfps2020person_202112.dta,qu202a,电脑上网时长（分钟）,__digital__;上网
cfps2020person_202112.dta,qu91,是否玩网络游戏,__digital__;网络
cfps2020person_202112.dta,qu911,是否每天玩网络游戏,__digital__;网络
cfps2020person_202112.dta,qu94,是否网络学习,__digital__;网络
cfps2020person_202112.dta,qu941,是否每天网络学习,__digital__;网络
cfps2020person_202112.dta,qu951,网络对工作重要性,__digital__;网络
cfps2020person_202112.dta,qu952,网络对休闲娱乐重要性,__digital__;网络
