file,var_name,var_label,matched_keywords
cfps2014famecon_201906.dta,finc_max,过去12个月总收入区间-最大值（元）,总收入
cfps2014famecon_201906.dta,finc_min,过去12个月总收入区间-最小值（元）,总收入
cfps2016famecon_201807.dta,fk1l,是否从事农林牧副渔工作,农林牧
cfps2016famecon_201807.dta,fl3,是否从事种植业林业,种植业;林业
cfps2016famecon_201807.dta,fr501,房租总收入（元）,总收入
cfps2016famecon_201807.dta,fu102,重大事件总收入（元）,总收入
cfps2016famecon_201807.dta,finc,过去12个月总收入（元）,总收入
cfps2016famecon_201807.dta,finc_max,过去12个月总收入区间-最大值（元）,总收入
cfps2016famecon_201807.dta,finc_min,过去12个月总收入区间-最小值（元）,总收入
cfps2016famecon_201807.dta,finc_est,过去12个月总收入区间-估计值（元）,总收入
cfps2018famecon_202101.dta,fk1l,是否从事农林牧副渔工作,农林牧
cfps2018famecon_202101.dta,fl3,是否从事种植业林业,种植业;林业
cfps2018famecon_202101.dta,fr501,房租总收入（元）,总收入
cfps2018famecon_202101.dta,fu102,重大事件总收入（元）,总收入
cfps2018famecon_202101.dta,finc,过去12个月总收入（元）,总收入
cfps2018famecon_202101.dta,finc_max,过去12个月总收入区间-最大值（元）,总收入
cfps2018famecon_202101.dta,finc_min,过去12个月总收入区间-最小值（元）,总收入
cfps2018famecon_202101.dta,finc_est,过去12个月总收入区间-估计值（元）,总收入
cfps2018famecon_202101.dta,finc1,总收入调整（元/年）,总收入
cfps2020famecon_202306.dta,fk1l,是否从事农林牧副渔工作,农林牧
cfps2020famecon_202306.dta,fl3,是否从事种植业林业,种植业;林业
cfps2020famecon_202306.dta,fr501,房租总收入（元/年）,总收入
cfps2020famecon_202306.dta,fu102,重大事件总收入（元）,总收入
cfps2020famecon_202306.dta,finc,过去12个月总收入（元）,总收入
cfps2020famecon_202306.dta,finc_max,过去12个月总收入区间-最大值（元）,总收入
cfps2020famecon_202306.dta,finc_min,过去12个月总收入区间-最小值（元）,总收入
cfps2020famecon_202306.dta,finc_est,过去12个月总收入区间-估计值（元）,总收入
cfps2020famecon_202306.dta,finc1,总收入调整（元/年）,总收入
